db_id,column_names,column_names_original,table_names,table_names_original,db_id_id,column_names_id,column_names_original_id,table_names_id,table_names_original_id
,service type code,service_type_code,,,,kode_jenis_layanan,kode_jenis_layanan,,
,service details,service_details,,,,rincian_layanan,detail_layanan,,
,customer event id,Customer_Event_ID,,,,id_acara_pelanggan,id_pelanggan_acara,,
,customer id,customer_id,,,,nomor_pelanggan,id_pelanggan,,
,date moved in,date_moved_in,,,,tanggal_pindah,tanggal_pindah_masuk,,
,property id,property_id,,,,id_properti,id_properti,,
,resident id,resident_id,,,,tanda_pengenal_penduduk,id_resen,,
,thing id,thing_id,,,,id_benda,id_benda,,
,customer event note id,Customer_Event_Note_ID,,,,id_catatan_acara_pelanggan,id_pelanggan_acara_catatan,,
,customer event id,Customer_Event_ID,,,,id_acara_pelanggan,id_pelanggan_acara,,
,service type code,service_type_code,,,,kode_jenis_layanan,kode_jenis_layanan,,
,resident id,resident_id,,,,tanda_pengenal_penduduk,id_resen,,
,property id,property_id,,,,id_properti,id_properti,,
,date moved in,date_moved_in,,,,tanggal_pindah,tanggal_pindah_masuk,,
,thing id,thing_id,,,,id_benda,id_benda,,
,date and date,Date_and_Date,,,,tanggal_dan_tanggal,tanggal_dan_tanggal,,
,status of thing code,Status_of_Thing_Code,,,,status_kode_benda,status_of_thing_code,,
,thing id,thing_id,,,,id_benda,id_benda,,
,date and time,Date_and_Time,,,,tanggal_dan_waktu,tanggal_dan_waktu,,
,location code,Location_Code,,,,kode_lokasi,lokasi_kode,,
station_weather,*,*,train,train,stasiun_cuaca,*,*,kereta,kereta
,id,id,station,station,,pengenal,pengenal,stasiun,stasiun
,train number,train_number,route,route,,nomor_kereta,nomor_kereta,rute,rute
,name,name,weekly weather,weekly_weather,,nama,nama,cuaca mingguan,mingguan_cuaca
,origin,origin,,,,asal,asal,,
,destination,destination,,,,tujuan,tujuan,,
,time,time,,,,waktu,waktu,,
,interval,interval,,,,selang,selang,,
,id,id,,,,pengenal,pengenal,,
,network name,network_name,,,,nama_jaringan,nama_jaringan,,
,services,services,,,,layanan,layanan,,
,local authority,local_authority,,,,otoritas_lokal,otoritas_lokal,,
,train id,train_id,,,,id_kereta,id_kereta,,
,station id,station_id,,,,id_stasiun,id_stasiun,,
,station id,station_id,,,,id_stasiun,id_stasiun,,
,day of week,day_of_week,,,,hari_dalam_seminggu,hari_dalam_minggu,,
,high temperature,high_temperature,,,,suhu_tinggi,suhu_tinggi,,
,low temperature,low_temperature,,,,suhu_rendah,suhu_rendah,,
,precipitation,precipitation,,,,pengendapan,pengendapan,,
,wind speed mph,wind_speed_mph,,,,kecepatan_angin_mph,angin_kecepatan_mph,,
shop_membership,*,*,member,member,toko_keanggotaan,*,*,anggota,anggota
,member id,Member_ID,branch,branch,,id_anggota,id_anggota,cabang,cabang
,card number,Card_Number,membership register branch,membership_register_branch,,nomor_kartu,kartu_nomor,cabang daftar keanggotaan,keanggotaan_daftar_cabang
,name,Name,purchase,purchase,,nama,nama,pembelian,pembelian
,hometown,Hometown,,,,kampung_halaman,kampung_halaman,,
,level,Level,,,,tingkat,tingkat,,
,branch id,Branch_ID,,,,id_cabang,id_cabang,,
,name,Name,,,,nama,nama,,
,open year,Open_year,,,,tahun_terbuka,buka_tahun,,
,address road,Address_road,,,,alamat_jalan,alamat_jalan,,
,city,City,,,,kota,kota,,
,membership amount,membership_amount,,,,jumlah_keanggotaan,keanggotaan_jumlah,,
,member id,Member_ID,,,,id_anggota,id_anggota,,
,branch id,Branch_ID,,,,id_cabang,id_cabang,,
,register year,Register_Year,,,,mendaftar_tahun,daftar_tahun,,
,member id,Member_ID,,,,id_anggota,id_anggota,,
,branch id,Branch_ID,,,,id_cabang,id_cabang,,
,year,Year,,,,tahun,tahun,,
,total pounds,Total_pounds,,,,jumlah_pound,total_pon,,
driving_school,*,*,addresses,Addresses,mengemudi_sekolah,*,*,alamat,Alamat
,address id,address_id,staff,Staff,,id_alamat,id_alamat,staf,Staf
,line 1 number building,line_1_number_building,vehicles,Vehicles,,bangunan_nomor_baris_1,baris_1_nomor_bangunan,kendaraan,Kendaraan
,city,city,customers,Customers,,kota,kota,pelanggan,Pelanggan
,zip postcode,zip_postcode,customer payments,Customer_Payments,,kode_pos_pos,zip_kode_pos,pembayaran pelanggan,Pelanggan_Pembayaran
,state province county,state_province_county,lessons,Lessons,,provinsi_negara_bagian_kabupaten,negara_bagian_provinsi_kabupaten,pelajaran,Pelajaran
,country,country,,,,negara,negara,,
,staff id,staff_id,,,,nomor_staf,id_staf,,
,staff address id,staff_address_id,,,,nomor_alamat_staf,id_staf_alamat,,
,nickname,nickname,,,,nama_panggilan,nama_panggilan,,
,first name,first_name,,,,nama_depan,nama_depan,,
,middle name,middle_name,,,,nama_tengah,nama_tengah,,
,last name,last_name,,,,nama_belakang,nama_belakang,,
,date of birth,date_of_birth,,,,tanggal_lahir,tanggal_lahir,,
,date joined staff,date_joined_staff,,,,tanggal_bergabung_dengan_staf,tanggal_bergabung_staf,,
,date left staff,date_left_staff,,,,tanggal_kiri_staf,tanggal_kiri_staf,,
,vehicle id,vehicle_id,,,,id_kendaraan,id_kendaraan,,
,vehicle details,vehicle_details,,,,detail_kendaraan,detail_kendaraan,,
,customer id,customer_id,,,,nomor_pelanggan,id_pelanggan,,
,customer address id,customer_address_id,,,,nomor_alamat_pelanggan,id_alamat_pelanggan,,
,customer status code,customer_status_code,,,,kode_status_pelanggan,kode_status_pelanggan,,
,date became customer,date_became_customer,,,,tanggal_menjadi_pelanggan,tanggal_menjadi_pelanggan,,
,date of birth,date_of_birth,,,,tanggal_lahir,tanggal_lahir,,
,first name,first_name,,,,nama_depan,nama_depan,,
,last name,last_name,,,,nama_belakang,nama_belakang,,
,amount outstanding,amount_outstanding,,,,jumlah_terutang,jumlah_luar_biasa,,
,email address,email_address,,,,alamat_email,alamat_email,,
,phone number,phone_number,,,,nomor_telepon,nomor_telepon,,
,cell mobile phone number,cell_mobile_phone_number,,,,nomor_ponsel,nomor_ponsel_ponsel,,
,customer id,customer_id,,,,nomor_pelanggan,id_pelanggan,,
,datetime payment,datetime_payment,,,,pembayaran_tanggal_dan_waktu,tanggalwaktu_pembayaran,,
,payment method code,payment_method_code,,,,kode_metode_pembayaran,kode_metode_pembayaran,,
,amount payment,amount_payment,,,,jumlah_pembayaran,jumlah_pembayaran,,
,lesson id,lesson_id,,,,nomor_pelajaran,id_pelajaran,,
,customer id,customer_id,,,,nomor_pelanggan,id_pelanggan,,
,lesson status code,lesson_status_code,,,,kode_status_pelajaran,kode_status_pelajaran,,
,staff id,staff_id,,,,nomor_staf,id_staf,,
,vehicle id,vehicle_id,,,,id_kendaraan,id_kendaraan,,
,lesson date,lesson_date,,,,tanggal_pelajaran,tanggal_pelajaran,,
,lesson time,lesson_time,,,,waktu_pelajaran,waktu_pelajaran,,
,price,price,,,,harga,harga,,
concert_singer,*,*,stadium,stadium,konser_penyanyi,*,*,stadion,stadion
,stadium id,Stadium_ID,singer,singer,,id_stadion,id_stadion,penyanyi,penyanyi
,location,Location,concert,concert,,lokasi,lokasi,konser,konser
,name,Name,singer in concert,singer_in_concert,,nama,nama,penyanyi dalam konser,penyanyi_dalam_konser
,capacity,Capacity,,,,kapasitas,kapasitas,,
,highest,Highest,,,,paling_tinggi,paling_tinggi,,
,lowest,Lowest,,,,terendah,terendah,,
,average,Average,,,,rata_rata,rata_rata,,
,singer id,Singer_ID,,,,id_penyanyi,id_penyanyi,,
,name,Name,,,,nama,nama,,
,country,Country,,,,negara,negara,,
,song name,Song_Name,,,,nama_lagu,lagu_nama,,
,song release year,Song_release_year,,,,tahun_rilis_lagu,lagu_rilis_tahun,,
,age,Age,,,,usia,usia,,
,is male,Is_male,,,,adalah_laki_laki,is_laki_laki,,
,concert id,concert_ID,,,,id_konser,id_konser,,
,concert name,concert_Name,,,,nama_konser,konser_nama,,
,theme,Theme,,,,tema,tema,,
,stadium id,Stadium_ID,,,,id_stadion,id_stadion,,
,year,Year,,,,tahun,tahun,,
,concert id,concert_ID,,,,id_konser,id_konser,,
,singer id,Singer_ID,,,,id_penyanyi,id_penyanyi,,
music_2,*,*,songs,Songs,musik_2,*,*,lagu,Lagu
,song id,SongId,albums,Albums,,id_lagu,id_lagu,album,Album
,title,Title,band,Band,,judul,judul,pita,Pita
,aid,AId,instruments,Instruments,,bantuan,bantuan,instrumen,Instrumen
,title,Title,performance,Performance,,judul,judul,pertunjukan,Pertunjukan
,year,Year,track lists,Tracklists,,tahun,tahun,daftar lagu,Daftar lagu
,label,Label,vocals,Vocals,,label,label,vokal,vokal
,type,Type,,,,jenis,jenis,,
,id,Id,,,,pengenal,pengenal,,
,first name,Firstname,,,,nama_depan,nama_depan,,
,last name,Lastname,,,,nama_belakang,nama_belakang,,
,song id,SongId,,,,id_lagu,id_lagu,,
,bandmate id,BandmateId,,,,id_teman_band,id_teman_band,,
,instrument,Instrument,,,,instrumen,instrumen,,
,song id,SongId,,,,id_lagu,id_lagu,,
,bandmate,Bandmate,,,,teman_band,teman_band,,
,stage position,StagePosition,,,,posisi_panggung,posisi_panggung,,
,album id,AlbumId,,,,id_album,id_album,,
,position,Position,,,,posisi,posisi,,
,song id,SongId,,,,id_lagu,id_lagu,,
,song id,SongId,,,,id_lagu,id_lagu,,
,bandmate,Bandmate,,,,teman_band,teman_band,,
,type,Type,,,,jenis,jenis,,
sports_competition,*,*,club,club,kompetisi_olahraga,*,*,klub,klub
,club id,Club_ID,club rank,club_rank,,id_klub,id_klub,peringkat klub,peringkat_klub
,name,name,player,player,,nama,nama,pemain,pemain
,region,Region,competition,competition,,wilayah,wilayah,kompetisi,kompetisi
,start year,Start_year,competition result,competition_result,,mulai_tahun,mulai_tahun,hasil kompetisi,kompetisi_hasil
,rank,Rank,,,,pangkat,pangkat,,
,club id,Club_ID,,,,id_klub,id_klub,,
,gold,Gold,,,,emas,emas,,
,silver,Silver,,,,perak,perak,,
,bronze,Bronze,,,,perunggu,perunggu,,
,total,Total,,,,total,total,,
,player id,Player_ID,,,,id_pemain,id_pemain,,
,name,name,,,,nama,nama,,
,position,Position,,,,posisi,posisi,,
,club id,Club_ID,,,,id_klub,id_klub,,
,apps,Apps,,,,aplikasi,aplikasi,,
,tries,Tries,,,,mencoba,mencoba,,
,goals,Goals,,,,sasaran,sasaran,,
,points,Points,,,,poin,poin,,
,competition id,Competition_ID,,,,id_kompetisi,id_kompetisi,,
,year,Year,,,,tahun,tahun,,
,competition type,Competition_type,,,,jenis_kompetisi,jenis_kompetisi,,
,country,Country,,,,negara,negara,,
,competition id,Competition_ID,,,,id_kompetisi,id_kompetisi,,
,club id 1,Club_ID_1,,,,id_klub_1,id_klub_1,,
,club id 2,Club_ID_2,,,,id_klub_2,id_klub_2,,
,score,Score,,,,skor,skor,,
railway,*,*,railway,railway,kereta_api,*,*,kereta api,kereta api
,railway id,Railway_ID,train,train,,id_kereta_api,id_kereta_api,kereta,kereta
,railway,Railway,manager,manager,,kereta_api,kereta_api,manajer,manajer
,builder,Builder,railway manage,railway_manage,,pembangun,pembangun,pengelolaan kereta api,kereta api_manajemen
,built,Built,,,,dibuat,dibuat,,
,wheels,Wheels,,,,roda,roda,,
,location,Location,,,,lokasi,lokasi,,
,objectnumber,ObjectNumber,,,,nomor_objek,nomor_objek,,
,train id,Train_ID,,,,id_kereta,id_kereta,,
,train num,Train_Num,,,,nomor_kereta,kereta_nomor,,
,name,Name,,,,nama,nama,,
,from,From,,,,dari,dari,,
,arrival,Arrival,,,,kedatangan,kedatangan,,
,railway id,Railway_ID,,,,id_kereta_api,id_kereta_api,,
,manager id,Manager_ID,,,,id_manajer,id_manajer,,
,name,Name,,,,nama,nama,,
,country,Country,,,,negara,negara,,
,working year starts,Working_year_starts,,,,tahun_kerja_dimulai,mulai_tahun_kerja,,
,age,Age,,,,usia,usia,,
,level,Level,,,,tingkat,tingkat,,
,railway id,Railway_ID,,,,id_kereta_api,id_kereta_api,,
,manager id,Manager_ID,,,,id_manajer,id_manajer,,
,from year,From_Year,,,,dari_tahun,dari_tahun,,
inn_1,*,*,rooms,Rooms,penginapan_1,*,*,kamar,Kamar
,room id,RoomId,reservations,Reservations,,id_kamar,id_kamar,reservasi,Reservasi
,room name,roomName,,,,nama_ruangan,nama_ruangan,,
,beds,beds,,,,id_tempat_tur,id_tempat_tur,,
,bed type,bedType,,,,id_jenis_tempat_tur,id_tipe_tempat_tur,,
,max occupancy,maxOccupancy,,,,hunian_maksimal,hunian_maksimal,,
,base price,basePrice,,,,harga_dasar,harga_dasar,,
,decor,decor,,,,dekorasi,dekorasi,,
,code,Code,,,,kode,kode,,
,room,Room,,,,ruang,ruang,,
,check in,CheckIn,,,,check_in,lapor_masuk,,
,check out,CheckOut,,,,memeriksa,check_out,,
,rate,Rate,,,,kecepatan,kecepatan,,
,last name,LastName,,,,nama_belakang,nama_belakang,,
,first name,FirstName,,,,nama_depan,nama_depan,,
,adults,Adults,,,,orang_dewasa,dewasa,,
,kids,Kids,,,,anak_anak,anak_anak,,
museum_visit,*,*,museum,museum,museum_kunjungan,*,*,museum,museum
,museum id,Museum_ID,customer,visitor,,id_museum,id_museum,pelanggan,pengunjung
,name,Name,visit,visit,,nama,nama,mengunjungi,mengunjungi
,num of staff,Num_of_Staff,,,,jumlah_staf,jumlah_staf,,
,open year,Open_Year,,,,tahun_terbuka,buka_tahun,,
,customer id,ID,,,,nomor_pelanggan,pengenal,,
,name,Name,,,,nama,nama,,
,level of membership,Level_of_membership,,,,tingkat_keanggotaan,tingkat_keanggotaan,,
,age,Age,,,,usia,usia,,
,museum id,Museum_ID,,,,id_museum,id_museum,,
,customer id,visitor_ID,,,,nomor_pelanggan,id_pengunjung,,
,num of ticket,Num_of_Ticket,,,,nomor_tiket,jumlah_tiket,,
,total spent,Total_spent,,,,jumlah_yang_dibelanjakan,total_dibelanjakan,,
browser_web,*,*,web client accelerator,Web_client_accelerator,browser_web,*,*,akselerator klien web,Akselerator_klien_web
,id,id,browser,browser,,pengenal,pengenal,peramban,peramban
,name,name,accelerator compatible browser,accelerator_compatible_browser,,nama,nama,browser yang kompatibel dengan akselerator,accelerator_kompatibel_browser
,operating system,Operating_system,,,,sistem_operasi,sistem_operasi,,
,client,Client,,,,klien,klien,,
,connection,Connection,,,,koneksi,koneksi,,
,id,id,,,,pengenal,pengenal,,
,name,name,,,,nama,nama,,
,market share,market_share,,,,pangsa_pasar,pangsa_pasar,,
,accelerator id,accelerator_id,,,,id_akselerator,id_accelerator,,
,browser id,browser_id,,,,id_peramban,id_browser,,
,compatible since year,compatible_since_year,,,,kompatibel_sejak_tahun,kompatibel_sejak_tahun,,
baseball_1,*,*,all star,all_star,bisbol_1,*,*,semua bintang,semua_bintang
,player id,player_id,appearances,appearances,,id_pemain,id_pemain,penampilan,penampilan
,year,year,manager award,manager_award,,tahun,tahun,penghargaan manajer,manajer_penghargaan
,game num,game_num,player award,player_award,,nomor_permainan,nomor_permainan,penghargaan pemain,pemain_penghargaan
,game id,game_id,manager award vote,manager_award_vote,,id_permainan,id_game,pemungutan suara penghargaan manajer,manajer_penghargaan_suara
,team id,team_id,player award vote,player_award_vote,,id_tim,id_tim,pemungutan suara penghargaan pemain,pemain_penghargaan_suara
,league id,league_id,batting,batting,,id_liga,id_liga,memukul,memukul
,gp,gp,batting postseason,batting_postseason,,gp,gp,memukul pascamusim,batting_postseason
,starting pos,starting_pos,player college,player_college,,posisi_awal,mulai_pos,perguruan tinggi pemain,pemain_perguruan tinggi
,year,year,fielding,fielding,,tahun,tahun,tangkas,tangkas
,team id,team_id,fielding outfield,fielding_outfield,,id_tim,id_tim,menerjunkan lapangan,fielding_outfield
,league id,league_id,fielding postseason,fielding_postseason,,id_liga,id_liga,tangkas pascamusim,fielding_postseason
,player id,player_id,hall of fame,hall_of_fame,,id_pemain,id_pemain,aula ketenaran,aula_of_fame
,g all,g_all,home game,home_game,,g_semuanya,empedu,pertandingan kandang,rumah_permainan
,gs,gs,manager,manager,,gs,gs,manajer,manajer
,g batting,g_batting,manager half,manager_half,,g_memukul,g_batting,setengah manajer,manajer_setengah
,g defense,g_defense,player,player,,g_pertahanan,g_pertahanan,pemain,pemain
,g p,g_p,park,park,,g_hal,g_p,taman,taman
,g c,g_c,pitching,pitching,,gc,g_c,anggukan,anggukan
,g 1b,g_1b,pitching postseason,pitching_postseason,,g_1b,g_1b,melempar pascamusim,pitching_postseason
,g 2b,g_2b,salary,salary,,g_2b,g_2b,gaji,gaji
,g 3b,g_3b,college,college,,g_3b,g_3b,kampus,kampus
,g ss,g_ss,postseason,postseason,,g_ss,astaga,pascamusim,pascamusim
,g lf,g_lf,team,team,,g_jika,g_lf,tim,tim
,g cf,g_cf,team franchise,team_franchise,,g_lih,g_cf,waralaba tim,tim_waralaba
,g rf,g_rf,team half,team_half,,g_rf,g_rf,setengah tim,tim_setengah
,g of,g_of,,,,g_dari,g_of,,
,g dh,g_dh,,,,g_dh,g_dh,,
,g ph,g_ph,,,,g_ph,g_ph,,
,g pr,g_pr,,,,g_pr,g_pr,,
,player id,player_id,,,,id_pemain,id_pemain,,
,award id,award_id,,,,nomor_penghargaan,id_penghargaan,,
,year,year,,,,tahun,tahun,,
,league id,league_id,,,,id_liga,id_liga,,
,tie,tie,,,,mengikat,mengikat,,
,notes,notes,,,,catatan,catatan,,
,player id,player_id,,,,id_pemain,id_pemain,,
,award id,award_id,,,,nomor_penghargaan,id_penghargaan,,
,year,year,,,,tahun,tahun,,
,league id,league_id,,,,id_liga,id_liga,,
,tie,tie,,,,mengikat,mengikat,,
,notes,notes,,,,catatan,catatan,,
,award id,award_id,,,,nomor_penghargaan,id_penghargaan,,
,year,year,,,,tahun,tahun,,
,league id,league_id,,,,id_liga,id_liga,,
,player id,player_id,,,,id_pemain,id_pemain,,
,points won,points_won,,,,poin_dimenangkan,poin_menang,,
,points max,points_max,,,,poin_maks,poin_maks,,
,votes first,votes_first,,,,pemungutan_suara_terlebih_dahulu,suara_pertama,,
,award id,award_id,,,,nomor_penghargaan,id_penghargaan,,
,year,year,,,,tahun,tahun,,
,league id,league_id,,,,id_liga,id_liga,,
,player id,player_id,,,,id_pemain,id_pemain,,
,points won,points_won,,,,poin_dimenangkan,poin_menang,,
,points max,points_max,,,,poin_maks,poin_maks,,
,votes first,votes_first,,,,pemungutan_suara_terlebih_dahulu,suara_pertama,,
,player id,player_id,,,,id_pemain,id_pemain,,
,year,year,,,,tahun,tahun,,
,stint,stint,,,,tugas,tugas,,
,team id,team_id,,,,id_tim,id_tim,,
,league id,league_id,,,,id_liga,id_liga,,
,g,g,,,,g,g,,
,ab,ab,,,,ab,ab,,
,r,r,,,,r,r,,
,h,h,,,,h,h,,
,double,double,,,,dobel,dobel,,
,triple,triple,,,,tiga_kali_lipat,tiga_kali_lipat,,
,hr,hr,,,,jam,jam,,
,rbi,rbi,,,,rbi,rbi,,
,sb,sb,,,,sb,sb,,
,cs,cs,,,,cs,cs,,
,bb,bb,,,,bb,bb,,
,so,so,,,,jadi,jadi,,
,ibb,ibb,,,,ibb,ibb,,
,hbp,hbp,,,,hbp,hbp,,
,sh,sh,,,,sh,sh,,
,sf,sf,,,,sf,sf,,
,g idp,g_idp,,,,id_g_p,id_g_p,,
,year,year,,,,tahun,tahun,,
,round,round,,,,bulat,bulat,,
,player id,player_id,,,,id_pemain,id_pemain,,
,team id,team_id,,,,id_tim,id_tim,,
,league id,league_id,,,,id_liga,id_liga,,
,g,g,,,,g,g,,
,ab,ab,,,,ab,ab,,
,r,r,,,,r,r,,
,h,h,,,,h,h,,
,double,double,,,,dobel,dobel,,
,triple,triple,,,,tiga_kali_lipat,tiga_kali_lipat,,
,hr,hr,,,,jam,jam,,
,rbi,rbi,,,,rbi,rbi,,
,sb,sb,,,,sb,sb,,
,cs,cs,,,,cs,cs,,
,bb,bb,,,,bb,bb,,
,so,so,,,,jadi,jadi,,
,ibb,ibb,,,,ibb,ibb,,
,hbp,hbp,,,,hbp,hbp,,
,sh,sh,,,,sh,sh,,
,sf,sf,,,,sf,sf,,
,g idp,g_idp,,,,id_g_p,id_g_p,,
,player id,player_id,,,,id_pemain,id_pemain,,
,college id,college_id,,,,id_perguruan_tinggi,id_perguruan_tinggi,,
,year,year,,,,tahun,tahun,,
,player id,player_id,,,,id_pemain,id_pemain,,
,year,year,,,,tahun,tahun,,
,stint,stint,,,,tugas,tugas,,
,team id,team_id,,,,id_tim,id_tim,,
,league id,league_id,,,,id_liga,id_liga,,
,pos,pos,,,,pos,pos,,
,g,g,,,,g,g,,
,gs,gs,,,,gs,gs,,
,inn outs,inn_outs,,,,keluar_masuk,penginapan_keluar,,
,po,po,,,,po,po,,
,a,a,,,,a,a,,
,e,e,,,,e,e,,
,dp,dp,,,,dp,dp,,
,pb,pb,,,,hal,hal,,
,wp,wp,,,,wp,wp,,
,sb,sb,,,,sb,sb,,
,cs,cs,,,,cs,cs,,
,zr,zr,,,,zr,zr,,
,player id,player_id,,,,id_pemain,id_pemain,,
,year,year,,,,tahun,tahun,,
,stint,stint,,,,tugas,tugas,,
,glf,glf,,,,golf,golf,,
,gcf,gcf,,,,gcf,gcf,,
,grf,grf,,,,grf,grf,,
,player id,player_id,,,,id_pemain,id_pemain,,
,year,year,,,,tahun,tahun,,
,team id,team_id,,,,id_tim,id_tim,,
,league id,league_id,,,,id_liga,id_liga,,
,round,round,,,,bulat,bulat,,
,pos,pos,,,,pos,pos,,
,g,g,,,,g,g,,
,gs,gs,,,,gs,gs,,
,inn outs,inn_outs,,,,keluar_masuk,penginapan_keluar,,
,po,po,,,,po,po,,
,a,a,,,,a,a,,
,e,e,,,,e,e,,
,dp,dp,,,,dp,dp,,
,tp,tp,,,,tp,tp,,
,pb,pb,,,,hal,hal,,
,sb,sb,,,,sb,sb,,
,cs,cs,,,,cs,cs,,
,player id,player_id,,,,id_pemain,id_pemain,,
,yearid,yearid,,,,id_tahun,id_tahun,,
,votedby,votedby,,,,dipilih_oleh,dipilih_oleh,,
,ballots,ballots,,,,surat_suara,surat_suara,,
,needed,needed,,,,diperlukan,diperlukan,,
,votes,votes,,,,suara,suara,,
,inducted,inducted,,,,dilantik,dilantik,,
,category,category,,,,kategori,kategori,,
,needed note,needed_note,,,,catatan_yang_dibutuhkan,dibutuhkan_catatan,,
,year,year,,,,tahun,tahun,,
,league id,league_id,,,,id_liga,id_liga,,
,team id,team_id,,,,id_tim,id_tim,,
,park id,park_id,,,,id_taman,id_park,,
,span first,span_first,,,,rentang_dulu,span_pertama,,
,span last,span_last,,,,rentang_terakhir,span_last,,
,games,games,,,,pertandingan,pertandingan,,
,openings,openings,,,,bukaan,bukaan,,
,attendance,attendance,,,,kehadiran,kehadiran,,
,player id,player_id,,,,id_pemain,id_pemain,,
,year,year,,,,tahun,tahun,,
,team id,team_id,,,,id_tim,id_tim,,
,league id,league_id,,,,id_liga,id_liga,,
,inseason,inseason,,,,di_musim,di_musim,,
,g,g,,,,g,g,,
,w,w,,,,w,w,,
,l,l,,,,aku,aku,,
,rank,rank,,,,pangkat,pangkat,,
,plyr mgr,plyr_mgr,,,,tolong_mgr,plyr_mgr,,
,player id,player_id,,,,id_pemain,id_pemain,,
,year,year,,,,tahun,tahun,,
,team id,team_id,,,,id_tim,id_tim,,
,league id,league_id,,,,id_liga,id_liga,,
,inseason,inseason,,,,di_musim,di_musim,,
,half,half,,,,setengah,setengah,,
,g,g,,,,g,g,,
,w,w,,,,w,w,,
,l,l,,,,aku,aku,,
,rank,rank,,,,pangkat,pangkat,,
,player id,player_id,,,,id_pemain,id_pemain,,
,birth year,birth_year,,,,tahun_lahir,tahun_lahir,,
,birth month,birth_month,,,,bulan_lahir,bulan_lahir,,
,birth day,birth_day,,,,hari_ulang_tahun,hari_ulang_tahun,,
,birth country,birth_country,,,,negara_kelahiran,negara_lahir,,
,birth state,birth_state,,,,keadaan_lahir,keadaan_kelahiran,,
,birth city,birth_city,,,,kota_kelahiran,kota_lahir,,
,death year,death_year,,,,tahun_kematian,kematian_tahun,,
,death month,death_month,,,,bulan_kematian,bulan_kematian,,
,death day,death_day,,,,hari_kematian,hari_kematian,,
,death country,death_country,,,,negara_kematian,negara_kematian,,
,death state,death_state,,,,keadaan_kematian,keadaan_kematian,,
,death city,death_city,,,,kota_kematian,kota_kematian,,
,name first,name_first,,,,nama_dulu,nama_depan,,
,name last,name_last,,,,nama_terakhir,nama_belakang,,
,name given,name_given,,,,nama_yang_diberikan,nama_diberikan,,
,weight,weight,,,,berat,berat,,
,height,height,,,,tinggi,tinggi,,
,bats,bats,,,,kelelawar,kelelawar,,
,throws,throws,,,,melempar,melempar,,
,debut,debut,,,,debut,debut,,
,final game,final_game,,,,pertandingan_terakhir,permainan_akhir,,
,retro id,retro_id,,,,id_retro,id_retro,,
,bbref id,bbref_id,,,,id_bbref,id_bbref,,
,park id,park_id,,,,id_taman,id_park,,
,park name,park_name,,,,nama_taman,nama_taman,,
,park alias,park_alias,,,,alias_taman,park_alias,,
,city,city,,,,kota,kota,,
,state,state,,,,negara,negara,,
,country,country,,,,negara,negara,,
,player id,player_id,,,,id_pemain,id_pemain,,
,year,year,,,,tahun,tahun,,
,stint,stint,,,,tugas,tugas,,
,team id,team_id,,,,id_tim,id_tim,,
,league id,league_id,,,,id_liga,id_liga,,
,w,w,,,,w,w,,
,l,l,,,,aku,aku,,
,g,g,,,,g,g,,
,gs,gs,,,,gs,gs,,
,cg,cg,,,,cg,cg,,
,sho,sho,,,,sho,sho,,
,sv,sv,,,,st,st,,
,ipouts,ipouts,,,,ipout,ipout,,
,h,h,,,,h,h,,
,er,er,,,,eh,eh,,
,hr,hr,,,,jam,jam,,
,bb,bb,,,,bb,bb,,
,so,so,,,,jadi,jadi,,
,baopp,baopp,,,,baopp,baopp,,
,era,era,,,,era,era,,
,ibb,ibb,,,,ibb,ibb,,
,wp,wp,,,,wp,wp,,
,hbp,hbp,,,,hbp,hbp,,
,bk,bk,,,,bk,bk,,
,bfp,bfp,,,,bfp,bfp,,
,gf,gf,,,,pacar,pacar,,
,r,r,,,,r,r,,
,sh,sh,,,,sh,sh,,
,sf,sf,,,,sf,sf,,
,g idp,g_idp,,,,id_g_p,id_g_p,,
,player id,player_id,,,,id_pemain,id_pemain,,
,year,year,,,,tahun,tahun,,
,round,round,,,,bulat,bulat,,
,team id,team_id,,,,id_tim,id_tim,,
,league id,league_id,,,,id_liga,id_liga,,
,w,w,,,,w,w,,
,l,l,,,,aku,aku,,
,g,g,,,,g,g,,
,gs,gs,,,,gs,gs,,
,cg,cg,,,,cg,cg,,
,sho,sho,,,,sho,sho,,
,sv,sv,,,,st,st,,
,ipouts,ipouts,,,,ipout,ipout,,
,h,h,,,,h,h,,
,er,er,,,,eh,eh,,
,hr,hr,,,,jam,jam,,
,bb,bb,,,,bb,bb,,
,so,so,,,,jadi,jadi,,
,baopp,baopp,,,,baopp,baopp,,
,era,era,,,,era,era,,
,ibb,ibb,,,,ibb,ibb,,
,wp,wp,,,,wp,wp,,
,hbp,hbp,,,,hbp,hbp,,
,bk,bk,,,,bk,bk,,
,bfp,bfp,,,,bfp,bfp,,
,gf,gf,,,,pacar,pacar,,
,r,r,,,,r,r,,
,sh,sh,,,,sh,sh,,
,sf,sf,,,,sf,sf,,
,g idp,g_idp,,,,id_g_p,id_g_p,,
,year,year,,,,tahun,tahun,,
,team id,team_id,,,,id_tim,id_tim,,
,league id,league_id,,,,id_liga,id_liga,,
,player id,player_id,,,,id_pemain,id_pemain,,
,salary,salary,,,,gaji,gaji,,
,college id,college_id,,,,id_perguruan_tinggi,id_perguruan_tinggi,,
,name full,name_full,,,,nama_lengkap,nama_lengkap,,
,city,city,,,,kota,kota,,
,state,state,,,,negara,negara,,
